CODI_ATC,NOMBRE
G03AC09,KERIZET
G03AC09,LUEVA
G03AC09,NACREZ
G03AD01,NORLEVO 
G03AD01,POSTINOR 
G03AD01,VIKELA 
G03AD02,ELLAONE 
G03C,NOVAFEM 
G03CA03,AERODIOL
G03CA03,ALCIS
G03CA03,DERMESTRIL 
G03CA03,DERMESTRIL SEPTEM 
G03CA03,ESPRASONE
G03CA03,ESTRADERM MATRIX 
G03CA03,ESTRADIOL SERVIER
G03CA03,ESTRADOT
G03CA03,ESTRAPATCH
G03CA03,EVOPAD 75
G03CA03,MERIESTRA
G03CA03,OESTRACLIN
G03CA03,PROGYNOVA
G03CA03,VAGIFEM
G03CA04,BLISSEL
G03CA04,GELISTROL
G03CA04,OVESTINON
G03CA07,CONESTRON
G03CA09,COLPOTROFIN
G03CA57,EQUIN
G03CX01,BOLTIN
G03CX01,TIBOLONA 
G03FA01,ACTIVELLE
G03FA01,ESTALIS 
G03FA01,EVIANA
G03FA01,EVOPAD CONTI
G03FA01,MERIGEST
G03FA15,CLIMODIEN
G03FA15,MEVAREN
G03FA17,ANGELIQ
G03FB05,DUOFEMME
G03FB05,ESTALIS SEQUIDOT
G03FB05,EVOPAD SEQUI
G03FB05,MERIGEST SEQUI
G03FB05,TRISEQUENS
G03FB06,PERIFEM
G03FB09,COMBIFEM
G03FB09,PROGYLUTON
G03GA02,HMG-LEPORI
G03GA02,MENOPUR
G03GA04,BRAVELLE
G03GA04,FOSTIPUR KIT
G03GA04,FOSTIPUR
G03GA05,GONAL-f 
G03GA06,PUREGON
G03GA07,LUVERIS
G03GA08,OVITRELLE
G03GA09,ELONVA
G03GA30,PERGOVERIS
G03GB02,CLOMIFEN
G03GB02,OMIFIN
G03HB01,ACETATO DE CIPROTERONA/ETINILESTRADIOL 
G03HA01,ANDROCUR
G03HB01,CLIMEN
G03HB01,CYPRINETTE DIARIO
G03HB01,DIALIDER
G03HB01,DIANE 35
G03HB01,DIANE 35 DIARIO
G03HB01,ETINILESTRADIOL + CIPROTERONA 
G03HB01,GYNEPLEN
G03XX01,AQUIFLAV
G03XX01,CEXEL
G03XX01,CLIMAFAR
G03XC02,CONBRIZA
G03XA01,DANATROL
G03XX01,DEVOGIN
G03XC01,EVISTA
G03XX01,EXTRACTO DE GLYCINE MAX 
G03XX01,FITOLADIUS
G03XX01,FITOLADIUS
G03XX01,FLAVINIA
G03XX01,FLAVODREI
G03XX01,FLAVOSOYA
G03XX01,FLAVOSUL
G03XX01,FLOJALAF
G03XX01,GLYCINE MAX DEVON
G03XC01,HIDROCLORURO DE RALOXIFENO 
G03XX01,ISOFLAVONAS DE SOJAS 
G03XX01,ISOROSE
G03XX01,MALENA
G03XX01,MENOCLIM
G03XB01,MIFEGYNE
G03XA02,NEMESTRAN
G03XX01,NORMOSOY
G03XC01,OPTRUMA
G03XX01,OSARLAF
G03XX01,PHYTO SOYA
G03XX01,PHYTO SOYA FORTE
G03XX01,PLEGINER
G03XC01,RALOSERM
G03XC01,RALOXIFENO 
G03XX01,RATIOFEMIN
G03XX01,SOBEYAN
