"name","valueType","entityType","mimeType","unit","occurrenceGroup","repeatable","categories:es","categories:ca","opal::derivedFrom","maelstrom::administrative_information:en","questionName","maelstrom::data_source:en","script","maelstrom::uuid","stage","questionnaire","label:es","description:es","labelNext:es","labelPrevious:es","labelStart:es","labelFinish:es","labelInterrupt:es","labelResume:es","labelCancel:es","conclusion:es","label:ca","description:ca","labelNext:ca","labelPrevious:ca","labelStart:ca","labelFinish:ca","labelInterrupt:ca","labelResume:ca","labelCancel:ca","conclusion:ca","section","page","required","maxCount"
"LATERALIDAD","text","Participant","","","","false","1=Zurdo;2=Diestro;3=Ambidiestro;0=No sabe/No contesta","1=Esquerrà;2=Dretà;3=Ambidextre;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/ZURDO","Questionnaire/Interview related information","A9","Questionnaire","$('ZURDO').map({'Zurdo': 1, 'Diestro': 2, 'Ambidiestro': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTADO_CIVIL","text","Participant","","","","false","1=Soltero;2=Casado;3=Viudo;4=Divorciado, separado;5=Pareja de hecho;0=No sabe/No contesta","1=Solter;2=Casat;3=Vidu;4=Divorciat/separat;5=Parella de fet;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/ESTADO_CIVIL","Questionnaire/Interview related information","A10","Questionnaire","$('ESTADO_CIVIL').map({'Soltero': 1, 'Casado': 2, 'Viudo': 3, 'Divorciado': 4, 'Pareja': 5, 'NS_NC': 0}, null, null)","79bc4eb5-b028-4bb3-a689-bdd1f7f533e7",,,,,,,,,,,,,,,,,,,,,,,,,,
"CONVIVENCIA_PAREJA","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/VIVE_PAREJA","Questionnaire/Interview related information","A11","Questionnaire","$('VIVE_PAREJA').map({'Si': 1, 'No': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"CONVIVENCIA_PAREJA_ANO","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TIEMPO_VIVIENDO_PAREJA","Questionnaire/Interview related information","A11","Questionnaire","$('TIEMPO.TIEMPO.Tiempo')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"CONVIVENCIA_PAREJA_DIVORCIO","text","Participant","","","","false","1=Sí, una vez;2=Sí, más de una vez;3=No;0=No sabe/No contesta","1=Sí, un cop;2=Sí, més d'un cop;3=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/DIVORCIO","Questionnaire/Interview related information","A12","Questionnaire","$('DIVORCIO').map({'Si': 1, 'Si_1': 2, 'No': 3, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTUDIOS","text","Participant","","","","false","1=Sin estudios;2=Estudios primarios o equivalentes (hasta 6º EGB o Primaria;3=Enseñanza general secundaria, 1er ciclo (EGB completada o ESO);4=Enseñanza profesional de 2º grado, 2º ciclo (FP1 o grado medi;5=Enseñanza general secundaria, 2º ciclo (BUP o bachillerato;6=Enseñanzas profesionales superiores (FP2 o grado superior);7=Estudios universitarios o equivalentes (estudios universitarios y de postgrado);0=No sabe/No contesta","1=Sense estudis;2=Estudis primaris o equivalents (fins a 6è d'EGB o primària);3=Educació secundària, 1r cicle (EGB completat o ESO);4=Ensenyament professional de 2n grau, 2n cicle (FP1 o grau mig);5=Educació secundària, 2n cicle (BUP o batxillerat);6=Ensenyaments professionals superiors (FP2 o grau superior);7=Estudis universitaris o equivalents (estudis universitaris i de postgrau);0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/ESTUDIOS","Questionnaire/Interview related information","A13","Questionnaire","$('ESTUDIOS').map({'Sin_estudios': 1, 'Primaria': 2, 'Secundaria': 3, 'FP1': 4, 'BUP': 5, 'FP2': 6, 'Universitarios': 7, 'NS_NC': 0}, null, null)","637e7144-f464-4dea-8dbc-b8f9eac108fa",,,,,,,,,,,,,,,,,,,,,,,,,,
"CONVIVENCIA_HOGAR","text","Participant","","","","false","1=1;2=2;3=3;4=4;5=5;6=6;7=7;8=8;9=9;10=10;11=Más de 10;0=No sabe/No contesta","1=1;2=2;3=3;4=4;5=5;6=6;7=7;8=8;9=9;10=10;11=Més de 10;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/PERSONAS_HOGAR","Questionnaire/Interview related information","A14","Questionnaire","$('PERSONAS_HOGAR').map({'1':  1, '2':  2, '3':  3, '4':  4, '5':  5, '6':  6, '7':  7, '8':  8, '9':  9, '10': 10, 'MAS_10': 11, 'NS_NC':  0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIALIZACION_DIRECTA_FAMILIA","text","Participant","","","","false","1=Prácticamente a diario;2=2-4 veces a la semana;3=1 vez a la semana;4=1 vez al mes;5=1 vez cada pocos meses;6=Nunca o casi nunca;7=No tengo amigos/familia fuera del hogar;0=No sabe/No contesta","1=Pràcticament a diari;2=2-4 cops a la setmana;3=1 cop a la setmana;4=1 cop al mes;5=1 cop cada pocs mesos;6=Mai o gairebé mai;7=No tinc família/amics fora de la llar;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/FAMILIA","Questionnaire/Interview related information","A15","Questionnaire","$('RELACION_SOCIAL_IN_VIVO.FAMILIA').map({'DIARIO': 1, '2_4_SEMANA': 2, '1_SEMANA': 3, '1_MES': 4, 'MENOS_1_MES': 5, 'NUNCA': 6, 'NO_FAMILIA_AMIGOS': 7, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIALIZACION_DIRECTA_AMIGOS","text","Participant","","","","false","1=Prácticamente a diario;2=2-4 veces a la semana;3=1 vez a la semana;4=1 vez al mes;5=1 vez cada pocos meses;6=Nunca o casi nunca;7=No tengo amigos/familia fuera del hogar;0=No sabe/No contesta","1=Pràcticament a diari;2=2-4 cops a la setmana;3=1 cop a la setmana;4=1 cop al mes;5=1 cop cada pocs mesos;6=Mai o gairebé mai;7=No tinc família/amics fora de la llar;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/AMIGOS","Questionnaire/Interview related information","A15","Questionnaire","$('RELACION_SOCIAL_IN_VIVO.AMIGOS').map({'DIARIO': 1, '2_4_SEMANA': 2, '1_SEMANA': 3, '1_MES': 4, 'MENOS_1_MES': 5, 'NUNCA': 6, 'NO_FAMILIA_AMIGOS': 7, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIALIZACION_RED_FAMILIA","text","Participant","","","","false","1=Prácticamente a diario;2=2-4 veces a la semana;3=1 vez a la semana;4=1 vez al mes;5=1 vez cada pocos meses;6=Nunca o casi nunca;7=No tengo amigos/familia fuera del hogar;0=No sabe/No contesta","1=Pràcticament a diari;2=2-4 cops a la setmana;3=1 cop a la setmana;4=1 cop al mes;5=1 cop cada pocs mesos;6=Mai o gairebé mai;7=No tinc família/amics fora de la llar;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/_FAMILIA_1396346774979","Questionnaire/Interview related information","A16","Questionnaire","$('RELACION_SOCIAL_CONTACTO._FAMILIA_1396346774979').map({'DIARIO': 1, '2_4_SEMANA': 2, '1_SEMANA': 3, '1_MES': 4, 'MENOS_1_MES': 5, 'NUNCA': 6, 'NO_FAMILIA_AMIGOS': 7, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIALIZACION_RED_AMIGOS","text","Participant","","","","false","1=Prácticamente a diario;2=2-4 veces a la semana;3=1 vez a la semana;4=1 vez al mes;5=1 vez cada pocos meses;6=Nunca o casi nunca;7=No tengo amigos/familia fuera del hogar;0=No sabe/No contesta","1=Pràcticament a diari;2=2-4 cops a la setmana;3=1 cop a la setmana;4=1 cop al mes;5=1 cop cada pocs mesos;6=Mai o gairebé mai;7=No tinc família/amics fora de la llar;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/_AMIGOS_1396346774979","Questionnaire/Interview related information","A16","Questionnaire","$('RELACION_SOCIAL_CONTACTO._AMIGOS_1396346774979').map({'DIARIO': 1, '2_4_SEMANA': 2, '1_SEMANA': 3, '1_MES': 4, 'MENOS_1_MES': 5, 'NUNCA': 6, 'NO_FAMILIA_AMIGOS': 7, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"INGRESOS","text","Participant","","","","false","1=Inferior a 18.000 EUR;2=De 18.000 a 30.999 EUR;3=De 31.000 a 51.999 EUR;4=De 52.000 a 100.000 EUR;5=Más de 100.000 EUR;0=No sabe/No contesta","1=Inferior a 18.000 EUR;2=De 18.000 a 30.999 EUR;3=De 31.000 a 51.999 EUR;4=De 52.000 a 100.000 EUR;5=Més de 100.000 EUR;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/INGRESOS","Questionnaire/Interview related information","A17","Questionnaire","$('INGRESOS').map({'18000': 1, '31000': 2, '52000': 3, '100000': 4, 'mas': 5, 'NS_NC': 0}, null, null)","2d477dd3-5f32-47b1-a36a-b7fa42ab5386",,,,,,,,,,,,,,,,,,,,,,,,,,
"SANIDAD","text","Participant","","","","false","1=Seguridad social;2=Mutua privada;3=Otros privado;4=Público y privado;0=No sabe/No contesta","1=Seguretat social;2=Mútua privada;3=Altre privat;4=Públic i privat;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/SANIDAD","Questionnaire/Interview related information","A18","Questionnaire","$('SANIDAD').map({'PUBLICA': 1, 'MUTUA': 2, 'PRIVADA': 3, 'AMBAS': 4, 'NS_NC': 0}, null, null)","4c55a019-c154-42ec-82b4-31b869ff6462",,,,,,,,,,,,,,,,,,,,,,,,,,
"PARTICIPACION_ESTUDIO_BIOMEDICO","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/ESTUDIO","Questionnaire/Interview related information","A19","Questionnaire","$('ESTUDIO.SI.ESTUDIO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_ESTADO","text","Participant","","","","false","1=Trabajando remunerado o autónomo;2=Jubilado;3=Me hago cargo de la casa/familia;4=Incapacidad laboral;5=En situación de desempleo;6=Voluntario o trabajando sin sueldo;7=Estudiando;8=Ninguna de las anteriores;0=No sabe/No contesta","1=Treballant remuneradament o autònom;2=Jubilat;3=Em faig càrrec de la casa/família;4=Incapacitat laboral;5=En situació d'atur;6=Voluntari o treballant sense sou;7=Estudiant;8=Cap de les anteriors;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/SITUACION_ACTUAL","Questionnaire/Interview related information","B1","Questionnaire","$('SITUACION_ACTUAL').map({'TRABAJANDO': 1, 'JUBILADO': 2, 'CASA': 3, 'INCAPACIDAD': 4, 'DESEMPLEO': 5, 'VOLUNTARIO': 6, 'ESTUDIANDO': 7, 'NINGUNA': 8, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_EMPLEO_ACTIVO_ANO","text","Participant","","","","false","1=Sí;2=No;0=No sabe/No contesta","1=Sí;2=No;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/TRABAJO_ULTIMO_ANO","Questionnaire/Interview related information","B2","Questionnaire","$('TRABAJO_ULTIMO_ANO').map({'SI': 1, 'NO': 2, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_NUMERO_DE_EMPLEOS_ANO","integer","Participant","","","","false","","","/datasource/GCAT_modificat/table/QUESTIONARI/variable/LABORAL_NUMERO_DE_EMPLEOS_ANO","Questionnaire/Interview related information","B3","Questionnaire","$('TRABAJOS').map({
  'NS_NC': null
}, $('TRABAJOS'), 0)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_OCUPACION","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRABAJO","Questionnaire/Interview related information","B4","Questionnaire","$('TRABAJO.OCUPACION.OCUPACION')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_OCUPACION_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRABAJO","Questionnaire/Interview related information","B4","Questionnaire","$('TRABAJO.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_SITUACION","text","Participant","","","","false","1=Trabajador por cuenta propia, sin asalariados;2=Trabajador por cuenta propia, con 10 o más asalariados;3=Trabajador por cuenta propia, con menos de 10 asalariados;4=Gerente de una empresa con 10 o más asalariados;5=Gerente de una empresa con menos de 10 asalariados;6=Supervisor, encargado o capataz;7=Otro asalariado;0=No sabe/No contesta","1=Treballador per compte propi sense assalariats;2=Treballador per compte propi amb 10 assalariats o més ;3=Treballador per compte propi amb menys de 10 assalariats;4=Gerent d'una empresa amb 10 o més assalariats;5=Gerent d'una empresa amb menys de 10 assalariats;6=Supervisor, encarregat o capatàs;7=Un altre assalariat;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/SITUACION_LABORAL","Questionnaire/Interview related information","B4","Questionnaire","$('SITUACION_LABORAL').map({'AUTONOMO_SIN_ASALARIADOS': 1, 'AUTONOMO_10_MAS': 2, 'AUTONOMO_10_MENOS': 3, 'GERENTE_10_MAS': 4, 'GERENTE_10_MENOS': 5, 'CAPATAZ': 6, 'OTRO': 7, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_JORNADA_SEMANAL","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/HORAS_SEMANA","Questionnaire/Interview related information","B4","Questionnaire","$('HORAS_SEMANA.HORAS.HORAS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_DURACION_EMPLEO_ANO","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/MESES_TRABAJO","Questionnaire/Interview related information","B4","Questionnaire","$('MESES_TRABAJO.MESES.MESES_TRABAJO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_HORARIO","text","Participant","","","","false","1=Mañana y tarde;2=Intensivo de mañana;3=Intensivo de tarde;4=Turno de noche;5=Rotativo;0=No sabe/No contesta","1=Matí i tarda;2=Intensiu de matí;3=Intensiu de tarda;4=Torn de nit;5=Rotatiu;0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/HORARIO","Questionnaire/Interview related information","B4","Questionnaire","$('HORARIO').map({'MANANA_TARDE': 1, 'MANANA': 2, 'TARDE': 3, 'NOCHE': 4, 'ROTATIVO': 5, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TRANSPORTE_VEHICULO_PUBLICO","boolean","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRANSPORTE","Questionnaire/Interview related information","B4","Questionnaire","$('TRANSPORTE.PUBLICO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TRANSPORTE_CAMINANDO","boolean","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRANSPORTE","Questionnaire/Interview related information","B4","Questionnaire","$('TRANSPORTE.CAMINANDO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TRANSPORTE_VEHICULO_MOTOR","boolean","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRANSPORTE","Questionnaire/Interview related information","B4","Questionnaire","$('TRANSPORTE.VEHICULO')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TRANSPORTE_VEHICULO_BICICLETA","boolean","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRANSPORTE","Questionnaire/Interview related information","B4","Questionnaire","$('TRANSPORTE.BICICLETA')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TRANSPORTE_CASA","boolean","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRANSPORTE","Questionnaire/Interview related information","B4","Questionnaire","$('TRANSPORTE.CASA')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TRANSPORTE_NSNC","boolean","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRANSPORTE","Questionnaire/Interview related information","B4","Questionnaire","$('TRANSPORTE.NS_NC')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TIEMPO_TRAYECTO_VEHICULO_PUBLICO","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TIEMPO_TRANSPORTE_PUBLICO","Questionnaire/Interview related information","B4","Questionnaire","$('TIEMPO_TRANSPORTE_PUBLICO.TIEMPO_TRANSPORTE.MINUTOS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TIEMPO_TRAYECTO_CAMINANDO","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TIEMPO_TRANSPORTE_A_PIE","Questionnaire/Interview related information","B4","Questionnaire","$('TIEMPO_TRANSPORTE_A_PIE.TIEMPO_TRANSPORTE.MINUTOS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TIEMPO_TRAYECTO_VEHICULO_BICICLETA","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TIEMPO_TRANSPORTE_BICICLETA","Questionnaire/Interview related information","B4","Questionnaire","$('TIEMPO_TRANSPORTE_BICICLETA.TIEMPO_TRANSPORTE.MINUTOS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_TIEMPO_TRAYECTO_VEHICULO_MOTOR","integer","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TIEMPO_TRANSPORTE_VEHICULO","Questionnaire/Interview related information","B4","Questionnaire","$('TIEMPO_TRANSPORTE_VEHICULO.TIEMPO_TRANSPORTE.MINUTOS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_1_ACTIVIDAD_FISICA","text","Participant","","","","false","1=Ocupación sendentaria.  Pasa la mayor parte del tiempo sentado (como en una oficina);2=Ocupación de pie.  Pasa la mayor parte del tiempo de pie o caminando. Sin embargo, su trabajo no requiere esfuerzo físico intenso (ej.: dependiente, peluquero,vigilante, etc.);3=Trabajo manual.  Supone algun esfuerzo físico incluyendo la carga de objetos pesados y el uso de herramientas (ej.: fontanero, electricista, carpintero, etc.);4=Trabajo manual fuerteImplica actividad física vigorosa incluyendo la carga de objetos muy pesados (ej.: estibador, minero, albañil, obrero de la construcción, etc.);0=No sabe/No contesta","1=Feina sedentària. Passeu la major part del temps assegut (p.e.: feina d'oficina);2=Feina de peu. Passeu la major part del temps de peu o caminant. No obstant, la feina no requereix un esforç físic intens (p.e.: dependent, perruquer, vigilant,etc.);3=Feina manual. Suposa algun esforç físic incloent la càrrega d'objectes pesants i l'ús d'eines (p.e.: lampista, electricista, fuster, etc.);4=Feina manual forta. Implica una activitat física molt forta incloent la càrrega d'objectes molt pesants (p.e.: estibador, miner, paleta, obrer de la construcció, etc.);0=No ho sap/No contesta","/datasource/GCAT/table/MICA/variable/ACTIVIDAD_TRABAJO_1","Questionnaire/Interview related information","B4","Questionnaire","$('ACTIVIDAD_TRABAJO_1').map({'SEDENTARIA': 1, 'DE_PIE': 2, 'MANUAL': 3, 'INTENSA': 4, 'NS_NC': 0}, null, null)","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_2_OCUPACION","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRABAJO_2","Questionnaire/Interview related information","B4","Questionnaire","$('TRABAJO_2.OCUPACION.OCUPACION')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LABORAL_2_OCUPACION_OTROS","text","Participant","","","","false","","","/datasource/GCAT/table/MICA/variable/TRABAJO_2","Questionnaire/Interview related information","B4","Questionnaire","$('TRABAJO_2.OTROS.OTROS')","character(0)",,,,,,,,,,,,,,,,,,,,,,,,,,
